COD_IPRESS,NOMBRE,CLASIFICACION,DEPARTAMENTO,PROVINCIA,DISTRITO,CATEGORIA,INSTITUCION
00032983,"""JUAN PABLO II""",POLICLINICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-2,PRIVADO
00006754,9 DE ENERO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-3,GOBIERNO REGIONAL
00005129,?UNYA JALCA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-3,GOBIERNO REGIONAL
00007288,?UNYA TEMPLE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-1,GOBIERNO REGIONAL
00007007,ACERILLO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,BAGUA,I-1,GOBIERNO REGIONAL
00006990,ACHAMAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,I-1,GOBIERNO REGIONAL
00007329,ACHU,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,EL CENEPA,I-1,GOBIERNO REGIONAL
00005167,ACHUIM,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,EL CENEPA,I-1,GOBIERNO REGIONAL
00007172,AGUA SANTA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SANTO TOMAS,I-1,GOBIERNO REGIONAL
00005191,AITAM,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00030333,AJACHIN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00007330,ALAN GARCIA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00007299,ALENYA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,COPALLIN,I-1,GOBIERNO REGIONAL
00006659,ALTO AMAZONAS,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CAJARURO,I-3,GOBIERNO REGIONAL
00005156,ALTO KANAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00023137,ALTO PAJACUSA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00007198,ALTO PERU,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-2,GOBIERNO REGIONAL
00007286,ALTO SAN JOSE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00007242,ALTO UTCUBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00005189,ALTO YUTUPIS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00005192,AMPAMA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00005053,ARAMANGO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,ARAMANGO,I-3,GOBIERNO REGIONAL
00005052,ARRAYAN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,LA PECA,I-1,GOBIERNO REGIONAL
00005141,ASERRADERO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,I-1,GOBIERNO REGIONAL
00004912,ASUNCION GONCHA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,ASUNCION,I-1,GOBIERNO REGIONAL
00023138,ATSAKUS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00007175,ATUEN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,I-1,GOBIERNO REGIONAL
00035185,AUGUSTO WONG LOPEZ,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,BAGUA,I-2,GOBIERNO REGIONAL
00007728,AYAMBIS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00027354,AYLLU SACHAPUYOS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-2,GOBIERNO REGIONAL
00006998,BAGUA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,BAGUA,I-3,GOBIERNO REGIONAL
00030745,BAGUA GRANDE,POLICLINICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-3,PRIVADO
00007206,BALERIANA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,COCABAMBA,I-1,GOBIERNO REGIONAL
00004856,BALZAS,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,CHACHAPOYAS,BALSAS,I-3,GOBIERNO REGIONAL
00023139,BASHUTAK,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00005184,BELEN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00005083,BICHANAK,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,IMAZA,I-1,GOBIERNO REGIONAL
00036362,BREVETES SAN JOSE BG,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-3,PRIVADO
00005171,BUCHIGKIM,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,EL CENEPA,I-1,GOBIERNO REGIONAL
00007334,BUENA VISTA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,COCABAMBA,I-1,GOBIERNO REGIONAL
00005128,BUENA VISTA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-2,GOBIERNO REGIONAL
00004937,BUENOS AIRES,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,YAMBRASBAMBA,I-2,GOBIERNO REGIONAL
00005102,BUENOS AIRES,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00007070,BUIQUIL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,LA JALCA,I-1,GOBIERNO REGIONAL
00005152,CACHIACCO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00005092,CAJARURO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CAJARURO,I-3,GOBIERNO REGIONAL
00004845,CALDERA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,OCUMAL,I-1,GOBIERNO REGIONAL
00013019,CAMELIN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LONYA CHICO,I-1,GOBIERNO REGIONAL
00014078,CAMPO ALEGRE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-1,GOBIERNO REGIONAL
00007010,CAMPO BONITO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,ARAMANGO,I-1,GOBIERNO REGIONAL
00004873,CAMPORREDONDO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,LUYA,CAMPORREDONDO,I-3,GOBIERNO REGIONAL
00007176,CANAAN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,I-1,GOBIERNO REGIONAL
00005180,CANDUNGOS,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-3,GOBIERNO REGIONAL
00007724,CANGA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,EL CENEPA,I-1,GOBIERNO REGIONAL
00004933,CARRERA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,FLORIDA,I-1,GOBIERNO REGIONAL
00009667,CASMAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,I-1,GOBIERNO REGIONAL
00007759,CASUAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,BAGUA,I-1,GOBIERNO REGIONAL
00005188,CATERPIZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00007153,CELCHO CUZCO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,OCALLI,I-1,GOBIERNO REGIONAL
00021230,CENTRO DE ATENCION PRIMARIA I  IMAZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,IMAZA,I-2,ESSALUD
00009071,CENTRO DE ATENCION PRIMARIA I LAMUD,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LAMUD,I-2,ESSALUD
00033721,CENTRO DE ATENCION PRIMARIA I LONYA GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,I-2,ESSALUD
00009072,CENTRO DE ATENCION PRIMARIA I PEDRO RUIZ,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,JAZAN,I-2,ESSALUD
00009069,CENTRO DE ATENCION PRIMARIA II RODRIGUEZ DE MENDOZA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,I-3,ESSALUD
00027435,CENTRO DE SALUD MENTAL  COMUNITARIO CreeSer,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-3,GOBIERNO REGIONAL
00025389,"CENTRO DE SALUD MENTAL COMUNITARIO ""EL BUEN VIVIR""",PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-2,GOBIERNO REGIONAL
00027434,CENTRO DE SALUD MENTAL COMUNITARIO BAGUA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,BAGUA,I-3,GOBIERNO REGIONAL
00019289,"CENTRO DE SALUD MILITAR ""EL MILAGRO"" 6? BRIG SVA",CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,EL MILAGRO,I-4,SANIDAD DEL EJERCITO DEL PERU
00015245,CENTRO MEDICO INTERNO - CONSORCIO CONSTRUCTOR IIRSA NORTE,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BONGARA,FLORIDA,I-1,PRIVADO
00025653,CENTRO MEDICO NEILL M. ROMAN ROBLES,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-4,PRIVADO
00024007,CENTRO MEDICO RENACER,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,I-3,PRIVADO
00011650,CENTRO MEDICO VIRGEN DEL CARMEN,CENTROS MEDICOS ESPECIALIZADOS,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-3,PRIVADO
00005160,CENTRO TUNDUZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00006719,CENTRO WAWIK,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,IMAZA,I-1,GOBIERNO REGIONAL
00023134,CESAR CARDE?A MAMANI,POLICLINICOS,AMAZONAS,BAGUA,BAGUA,I-3,PRIVADO
00006662,CHALACO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00028665,CHALLUAYACU DE CUMBA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,I-1,GOBIERNO REGIONAL
00005177,CHAPIZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00007378,CHAYUYAKU,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,YAMBRASBAMBA,I-1,GOBIERNO REGIONAL
00004878,CHETO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHETO,I-1,GOBIERNO REGIONAL
00005078,CHIJA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,IMAZA,I-1,GOBIERNO REGIONAL
00004860,CHILCHOS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,I-1,GOBIERNO REGIONAL
00004880,CHILIQUIN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHILIQUIN,I-1,GOBIERNO REGIONAL
00005181,CHINGANAZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00007008,CHINGANZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,ARAMANGO,I-1,GOBIERNO REGIONAL
00005071,CHIPE,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,IMAZA,I-3,GOBIERNO REGIONAL
00005084,CHIRIACO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,IMAZA,I-3,GOBIERNO REGIONAL
00004953,CHIRIMOTO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,I-1,GOBIERNO REGIONAL
00004915,CHISQUILLA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,CHISQUILLA,I-1,GOBIERNO REGIONAL
00004867,CHOCTA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LUYA,I-1,GOBIERNO REGIONAL
00004898,CHOCTAMAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LONGUITA,I-1,GOBIERNO REGIONAL
00007445,CHONTAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,I-1,GOBIERNO REGIONAL
00007446,CHONTAPAMPA DE MILPUC,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,I-1,GOBIERNO REGIONAL
00006988,CHONTAPAMPA DE QUINJALCA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,QUINJALCA,I-1,GOBIERNO REGIONAL
00005050,CHONZA ALTA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,LA PECA,I-1,GOBIERNO REGIONAL
00005065,CHONZA LAGUNA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,COPALLIN,I-1,GOBIERNO REGIONAL
00010302,CHORROS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00004923,CHOSGON,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,JAZAN,I-1,GOBIERNO REGIONAL
00007270,CHOSICA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00007066,CHUILON,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,COCABAMBA,I-1,GOBIERNO REGIONAL
00007068,CHUMBOL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,I-1,GOBIERNO REGIONAL
00007207,CHUNGUINA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00004858,CHUQUIBAMBA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,I-3,GOBIERNO REGIONAL
00004919,CHURUJA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,CHURUJA,I-2,GOBIERNO REGIONAL
00005158,CIRO ALEGRIA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00019497,CLINICA DOCTOR NIXON,CENTROS MEDICOS ESPECIALIZADOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-3,PRIVADO
00004885,COCABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,LUYA,COCABAMBA,I-3,GOBIERNO REGIONAL
00004929,COCACHIMBA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,VALERA,I-2,GOBIERNO REGIONAL
00009670,COCHA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,COLCAMAR,I-1,GOBIERNO REGIONAL
00007174,COCHABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,I-1,GOBIERNO REGIONAL
00004942,COCHAMAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,I-1,GOBIERNO REGIONAL
00004874,COCOCHO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,LUYA,CAMPORREDONDO,I-3,GOBIERNO REGIONAL
00004895,COLCAMAR,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,LUYA,COLCAMAR,I-3,GOBIERNO REGIONAL
00005130,COLLICATE,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-3,GOBIERNO REGIONAL
00004843,COLLONCE,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,LUYA,OCUMAL,I-3,GOBIERNO REGIONAL
00007332,COLMATA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LUYA,I-1,GOBIERNO REGIONAL
00007260,COMBOCA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,SHIPASBAMBA,I-1,GOBIERNO REGIONAL
00004863,CONILA COHECHAN,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,CONILA,I-2,GOBIERNO REGIONAL
00005063,COPALLIN,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,COPALLIN,I-3,GOBIERNO REGIONAL
00005055,COPALLIN DE ARAMANGO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,ARAMANGO,I-2,GOBIERNO REGIONAL
00007380,COROBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LUYA,I-1,GOBIERNO REGIONAL
00004916,COROSHA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,COROSHA,I-2,GOBIERNO REGIONAL
00005047,CRUCE ALENYA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,BAGUA,I-1,GOBIERNO REGIONAL
00007062,CRUZPATA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,TRITA,I-1,GOBIERNO REGIONAL
00005185,CUCUAZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-1,GOBIERNO REGIONAL
00007071,CUELCHO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHILIQUIN,I-1,GOBIERNO REGIONAL
00007379,CUEMAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LAMUD,I-1,GOBIERNO REGIONAL
00007281,CUEYQUETA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,LA JALCA,I-1,GOBIERNO REGIONAL
00004920,CUISPES,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BONGARA,CUISPES,I-1,GOBIERNO REGIONAL
00005111,CUMBA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CUMBA,I-3,GOBIERNO REGIONAL
00007328,CUZUMATAK,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,I-1,GOBIERNO REGIONAL
00005097,DIAMANTE ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00007205,DIAMANTE BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00006721,DUELAC,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,I-1,GOBIERNO REGIONAL
00007261,DUNIA CHICO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SAN JERONIMO,I-1,GOBIERNO REGIONAL
00007197,DUNIA GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,I-1,GOBIERNO REGIONAL
00014208,DURAND,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,IMAZA,I-1,GOBIERNO REGIONAL
00004907,DURAZNOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,I-1,GOBIERNO REGIONAL
00007309,EL ALISO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00007726,EL BALCON,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-1,GOBIERNO REGIONAL
00007264,EL CEDRON,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,ARAMANGO,I-1,GOBIERNO REGIONAL
00007054,EL DORADO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,I-2,GOBIERNO REGIONAL
00007382,EL GUAMBO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,I-1,GOBIERNO REGIONAL
00007243,EL LAUREL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,I-1,GOBIERNO REGIONAL
00006991,EL LIBANO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,I-2,GOBIERNO REGIONAL
00004911,EL MANGO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,I-1,GOBIERNO REGIONAL
00005066,EL MILAGRO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,EL MILAGRO,I-3,GOBIERNO REGIONAL
00007038,EL MOLINO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,I-2,GOBIERNO REGIONAL
00005056,EL MUYO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,ARAMANGO,I-3,GOBIERNO REGIONAL
00007181,EL PALTO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,CAMPORREDONDO,I-1,GOBIERNO REGIONAL
00005117,EL PALTO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,YAMON,I-3,GOBIERNO REGIONAL
00005193,EL PARCO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,EL PARCO,I-3,GOBIERNO REGIONAL
00007200,EL PINTOR,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-1,GOBIERNO REGIONAL
00005057,EL PORVENIR DE ARAMANGO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,ARAMANGO,I-3,GOBIERNO REGIONAL
00007272,EL PORVENIR DE MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,I-1,GOBIERNO REGIONAL
00025129,EL PUENTE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SANTO TOMAS,I-1,GOBIERNO REGIONAL
00006806,EL REJO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,I-1,GOBIERNO REGIONAL
00007419,EL REJO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,PISUQUIA,I-1,GOBIERNO REGIONAL
00006789,EL REPOSO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,EL MILAGRO,I-1,GOBIERNO REGIONAL
00005105,EL RON,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CAJARURO,I-3,GOBIERNO REGIONAL
00005144,EL SALAO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,I-1,GOBIERNO REGIONAL
00005098,EL TIGRE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00005051,EL TRIUNFO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,LA PECA,I-1,GOBIERNO REGIONAL
00006889,EL TRIUNFO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,I-1,GOBIERNO REGIONAL
00004952,EL TRIUNFO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,LA JALCA,I-1,GOBIERNO REGIONAL
00007273,EL VALOR,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,EL MILAGRO,I-1,GOBIERNO REGIONAL
00034640,ELOHIM RAFA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,I-3,PRIVADO
00020374,EMPRESA PRESTADORA DE SERVICIOS DE SALUD CONSULTORIOS MEDICOS ESPECIALIZADOS PASTEUR S.R.L.,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,BAGUA,I-3,PRIVADO
00024195,ENFERMERIA BATALLON DE INFANTERIA SELVA  N? 25 - TENIENTE PINGLO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,I-2,SANIDAD DEL EJERCITO DEL PERU
